pKa	Source	ROMol	ISO_SMI	marvin_pKa
8.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7daea0>	Cl.NC1=NC23CCC(NC(=O)c4cccc(Cl)c4)CC2(COC3)CS1	
8.54	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7fd80>	O=C1NCC(c2ccccc2)C12CCN(C1CCCCC1(O)c1ccc(F)cc1)CC2	
6.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d81f680>	CCCCCNN	
4.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f7450>	Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(N)c2)n1	
3.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e104740>	Cc1ccc(C(=O)O)s1	
8.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e552880>	NC1=Nc2c(ccc(F)c2F)[C@H]2CCC[C@@H]12	
3.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8175a0>	CC[As](=O)(CC)CC	
9.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e69be60>	Cc1cccc2sc(C(=N)N)cc12	
10.53	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e623370>	Cc1ccc(S(=O)(=O)Nc2ccc(N)cc2)cc1	
4.93	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df40660>	c1cncc(-c2ccoc2)c1	
7.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f25e0>	Nc1nc(C2CCCC2)cc(N2CCNCC2)n1	
4.89	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e378270>	O=C(O)C12CCC(CC1)C2	
9.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7f4040>	Cc1cc(O)cc(O)c1	
7.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dba5690>	Cc1cccc(CCCCCCCC(=O)[O-])n1	
10.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64f450>	Cn1c2cc([S+]([O-])CCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O	
2.99	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46e1f0>	O=C(O)c1ccccc1O	
8.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e752d50>	COc1cncc(-c2nccc(-c3cc4c([nH]3)C3(CCCNC3)CNC4=O)n2)c1	
10.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8ae500>	Brc1cccc(Br)c1N(Cc1ccccc1)C1=NCCN1	
6.85	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c4120>	Cl.NCc1c(Cl)ccc(NC(=O)Nc2ccccc2Br)c1O	
10.29	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e025620>	CC(=O)OCC1CN2CCC1CC2	
4.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e43a110>	CO[C@H]1C[C@H]1C(=O)O	
8.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e80b7d0>	O=C(O)[C@@H]1C[C@H](Oc2cccc(Cl)c2)CN1	
6.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e424dd0>	O=C(O)CCCCc1cc(=O)oc2c(CN3CCCC3)c(O)ccc12	
8.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2865e0>	CCCCNCCC#N	
6.12	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e60a6c0>	CC(=O)c1ccc(Cc2c3ccccc3nc3ccccc23)cc1.Cl	
7.27	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d81c200>	NCC(N)=S	
3.54	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e19d310>	Cc1ncsc1C(=O)O	
8.07	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6de3b0>	CCOC(=O)c1cnc2c(c(C)nn2C)c1Nc1ccc(OC)cc1	
9.34	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8d8510>	Cc1ccc(C(=O)N(CCCN)[C@@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1	
9.91	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6df403c0>	O=C1NC(=O)c2ccccc21	
7.39	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f69d0>	Cc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C)cccc12	
1.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b04a0>	Cc1n[nH]cc1Cl	
9.41	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28430>	COC(=O)C[C@@H]1[C@@H](C(=O)[O-])NC[C@H]1C(C)O	
9.85	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7da2d0>	CN(C)CCC(c1ccccc1)c1ccc(-c2ccccc2)cc1.Cl	
4.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f7060>	Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2ccccc2N)n1	
3.6	Morgenthaler	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea22730>	N#Cc1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)c(F)c1F	
2.11	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e709d90>	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1	
9.34	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e333370>	CCCOC(=S)NC(C)=O	
4.2	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e526ce0>	N#Cc1ncc2cc(COc3ccc(C(=O)[O-])cc3)n(CCC3CCCCC3)c2n1	4.35
2.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de00dd0>	O=P(O)(O)C([NH2+]Cc1cccc[nH+]1)c1ccccc1O	
8.02	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e767450>	NC(=O)c1cc[n+](Cc2cccc(C[n+]3ccc(/C=N/O)cc3)c2)cc1.[Br-].[Br-]	
9.8	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5257e0>	Cc1ccc2c(c1)C(=O)C(=O)N2	9.43
9.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5ae570>	COC(=O)c1cc(S(N)(=O)=O)ccc1SCCCO	
9.78	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa6ce0>	CCC1CCCN1C	
7.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e752500>	NCC(F)F	
2.63	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c2420>	Cc1cc(Cl)ccc1Nc1cc(C(F)(F)F)c(C(=O)NCC2CCOCC2)cn1	
8.03	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e35a0>	C1CCN(CCC[NH+]2CCCC2)C1	
9.08	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e822490>	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	
12.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8162d0>	Nc1ccnc([O-])n1	
5.04	Liao	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7ceb0>	C[C@H](CCC(=O)O)C1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	
8.89	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd6810>	COc1ccc(C=O)cc1O	
7.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5ac430>	CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CCN(C)CC4)cc(=O)oc3c2C)OC1(C)C	
6.55	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64c430>	C[C@H](N[S@@]1(=O)=NC(=O)c2ccccc21)c1ccccc1	
2.25	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe7220>	[NH3+][C@@H](Cc1c[nH]c[nH+]1)C(=O)N[C@@H](Cc1c[nH]c[nH+]1)C(=O)O	
5.86	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551000>	CCN(CC)c1ccc(C)c2nc(-c3c(OC)cc(COC)cc3OC)c(C)cc12	
10.24	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dabd690>	O=C(Oc1cccc(Cl)c1)C1c2ccccc2-c2ccccc21	
3.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddbbb50>	COc1cc(C(N)=O)ccc1-c1nc2c(ncn2C)[nH]1	
4.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b3450>	Nc1[nH]cc(O)[nH+]1	
7.19	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e738cf0>	CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1	
5.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8f0580>	Cc1ccc(-c2ccc3c(c2)C[C@@H](NS(=O)(=O)C(C)C)C3)cn1	
10.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e665b60>	Cc1cc(C)cc(NC2=C(NS(=O)(=O)C3CCCCC3)C(=O)c3ccccc3C2=O)c1	
8.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e80a880>	N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCCN3)cc2)cc1	
8.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7d8cf0>	Nc1ccnc(N2CCc3ccccc3C2)c1	
11.68	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd1620>	O=C([O-])C(NCCNC(C(=O)[O-])c1ccccc1[O-])c1ccccc1[O-]	
3.73	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e809a80>	c1ccc(CN2CCC(Nc3nc(N4CCCCC4)nc4nc[nH]c34)CC2)cc1	
7.27	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e794510>	NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-]	
4.53	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e552570>	Cl.NCCC(=O)NCCC(=O)Nc1c2ccccc2nc2ccccc12	
7.65	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e623530>	CO/N=C(\C#N)C1=CCCN(C)C1	
3.47	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dafc7b0>	O=P(O)(C1CCCCC1)C1CCCCC1	
4.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5511c0>	CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	
6.1	Vertex	<rdkit.Chem.rdchem.Mol object at 0x7efb6f483300>	CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1	
3.84	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1562d0>	Cc1cccc(C)c1N	
4.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac1540>	COc1cc(C(C#N)N2CCCCC2)ccc1O	
7.28	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e638970>	COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NS(C)(=O)=O)n2)c(OC)c1	
8.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6209e0>	Cc1cnc(NCC2(c3ccc(F)cc3)CC2)c(=O)n1CC(=O)NCc1ccc2c(N)noc2c1	
2.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac1770>	N#CC(c1ccc(O)cc1)N1CCOCC1	
5.31	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e1e33e0>	CCCCn1cnc2ccccc21	
8.2	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6eab47b0>	CC(C)COC(=O)Nc1ccc(-c2cnc3c(-c4ccc(N5CC[NH+](C)CC5)cc4)cnn3c2N)cc1	7.83
9.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd75770>	O=c1ccn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]1	
7.26	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd29bd0>	Nc1ccc2cc3ccc(Cl)cc3nc2c1	
7.94	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e708740>	C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5	
9.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8c2180>	COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1	
7.99	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e40a420>	C#CCCOC[n+]1ccn(C)c1/C=N/O.[Cl-]	
9.63	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e2cac70>	O=C1NC(=O)C2CCC12	
7.3	Luan	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea60200>	CN1CCN2c3ncccc3Cc3ccccc3C2C1	
4.97	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e025a80>	O=C([O-])c1nccc2ccccc12	
9.77	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e46f4c0>	Cc1cc(N)ccc1CN	
2.45	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e37a0a0>	Nc1nsc2ccccc12	
3.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6eaa7ed0>	Oc1cc[nH+]cc1O	
4.3	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f10e0>	Oc1noc2c1CNCC2	
5.42	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e8b8890>	C/C(O)=N\[N+](C)(C)C	
8.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7d8eb0>	c1ccc(CNc2ccnc(N3CCc4ccccc4C3)c2)cc1	
1.99	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dcd3680>	Cc1ccc(S(=O)(=O)N(CC[NH2+]CC(=O)O)CC(=O)O)cc1	
4.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e3f92a0>	CC(=O)NS(=O)(=O)c1ccc(C)cc1	
8.88	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3ae30>	CN(C)CCOC(c1ccccc1)c1ccccc1	
3.0	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e427ed0>	CN(C)c1ccc(C#Cc2c3ccccc3c(C#Cc3cn([C@H]4C[C@H](O)[C@@H](CO)O4)c(=O)[nH]c3=O)c3ccccc23)cc1	
9.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5959a0>	CC1(C)CN(Cc2ccc3c(c2)OCO3)C1	
11.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e64c820>	CCNC1=NS(=O)(=O)c2ccccc21	
4.46	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e70fb50>	O=C(O)C[C@]1(O)C[C@@H]2CC[C@H]1C2	
10.6	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3ba70>	CCCCCCCCCCCCCCCCCCN	
3.75	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0b18c0>	N/C(CC([NH3+])c1ccccc1)=N\O	
8.14	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5c5380>	O=C(/C=N/O)Nc1ccc[n+](CC[n+]2cccc(NC(=O)/C=N/O)c2)c1.[Br-].[Br-]	
10.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da3b4c0>	CCN(CC)CCCNc1ccnc2ccccc12	
4.6	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e77db60>	Cc1nc2c(OCc3ccccc3)nccn2c1N	
5.55	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e0b0200>	COC(=O)c1ccccc1N(C)C	
9.66	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd6500>	OCc1cccc(CO)c1O	
9.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea81e00>	NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1	
11.2	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7526c0>	C1CCNCC1	
7.98	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d861000>	C[N+](C)(C)CCS	
5.53	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e425b60>	COc1cc(Nc2c3ccccc3nc3cnccc23)ccc1NS(C)(=O)=O	
3.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd28f90>	c1cc(-c2nn[nH]n2)cc(-c2nnn[nH]2)c1	
10.76	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e287140>	CCCCCCCCN	
11.34	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de02110>	CC(C)CN[C@H](c1ccccc1)[C@H](O)c1ccccc1	
1.8	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de019a0>	CC(C)(S)C(C(=O)O)n1cc[nH+]c1Cc1ccccc1	
3.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7ac2e0>	CCCC[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O	
1.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea34270>	CCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O	
5.5	Novartis	<rdkit.Chem.rdchem.Mol object at 0x7efb6d8b35a0>	C/C(=C\c1cc(C)ccn1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1	5.4
4.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e551fc0>	O=C(NCCc1ccccn1)C1=CCCC1C(=O)N1CCCC1	
4.4	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e629a10>	O=C(O)/C=C/c1cccc(O)c1	
6.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6de03ca0>	CNC(=O)/C=C(\c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F	
2.24	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d9de030>	C[NH2+]CC(=O)O	
13.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6ddba810>	O=c1nc([O-])c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)c2[nH]1	
11.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e665f50>	O=Cc1cccc(C2=C(NC(=O)Cc3ccccc3)C(=O)c3ccccc3C2=O)c1	
2.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dea5af0>	CC(C)C1CC(CC(=O)O)[NH2+]C1C(=O)O	
5.75	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e835af0>	CC(C=O)N(Cc1cc2cc(S(N)(=O)=O)sc2s1)C(C)C=O.Cl	
7.55	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e67f7d0>	CCCCCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc(NC(C)=O)ccc23)c(OC)c1.Cl	
7.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea80e40>	Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C	
4.15	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d993290>	CC(P)C(=O)O	
9.08	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e834740>	COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1	
9.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea73d80>	COc1cccc(C2(O)CCCCC2CN(C)C)c1	
9.71	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e59e8f0>	C=CCC(C)(O)CN(CC)CC	
7.22	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e698ac0>	COCCNC(=O)c1cn2c(C)c(C)nc2c2c1CCC(c1ccccc1)C2	
5.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c0660>	Nc1c2ccccc2nc2c(C(=O)NCCc3ccccn3)cccc12	
6.4	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e424580>	C[C@H]1OCC[C@H]2Oc3ccc(-c4cccnc4F)cc3[C@@]3(COC(N)=N3)[C@H]12	
8.1	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d993b50>	CNCCC#N	
7.31	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6cc430>	CCOC(=O)N1CCN(C)CC1	
3.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e63ab20>	COC[C@H]1[C@H](C(=O)O)[C@H]1[C@H](N)C(=O)O	
7.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06fed0>	COC(=O)C(N)Cc1ccccc1	
4.38	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06d0e0>	COc1cccc(/C=C/C(=O)O)c1	
9.8	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c11c0>	c1cc(NC2=NCCN2)ccc1Cc1ccc(NC2=NCCN2)cc1	
10.69	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e628f90>	CC(=O)c1c(C)cc(C)cc1C	
6.27	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7af680>	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2c(C(=O)NCCO)cccc12	
6.5	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dd776f0>	Nc1ccc(S(=O)(=O)Nc2ncco2)cc1	
8.5	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6eac2dc0>	CN[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)[C@@H]1C	
2.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea81700>	CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)F)C(=O)NC1(C#N)CC1	
9.42	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dc49af0>	CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C	
8.42	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7386d0>	O=c1cc(I)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	
9.3	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dbe6a40>	CN(C)CCC/N=C(\c1ccccc1)c1ccccc1O	
3.61	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e06f7d0>	NS(=O)(=O)c1cccc(C(=O)O)c1	
6.09	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e60ac00>	COc1cc(NS(C)(=O)=O)ccc1Cc1c2c(nc3ccccc13)C(=N)CC=C2	
7.34	Avdeef	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea452a0>	CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1	
11.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e69bae0>	CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(CSc3nnc(C)s3)CS(=O)(=O)[C@H]12	
7.46	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f5c40>	Cc1ccc2c(Nc3ccc(NS(C)(=O)=O)cc3)c3cccc(C)c3nc2c1	
7.09	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e7c58c0>	C1CCN(N2CCCCC2)CC1	
7.92	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e425380>	CCCN1CCN(c2ccc(O)cc2)CC1	
7.72	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e814c10>	CCN1CCOCC1	
3.7	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db60a50>	CC(C)(C(=O)O)c1nnnn1C1CCCCC1	
4.7	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e837b50>	O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12	
5.81	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e4e74c0>	CC(=O)[n+]1cccc(C)c1	
11.18	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db61e00>	Cc1ccc(NC(=S)c2ccc(Cl)cc2)cc1	
1.31	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6d81e180>	c1cnoc1	
8.43	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6f1620>	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	
9.1	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e6c20a0>	O=C(Nc1cc(-c2cc3c([nH]2)C2(CCNCC2)CNC3=O)ccn1)c1cccc(OC(F)(F)F)c1	
4.06	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6dfd5460>	COc1cccc(C(=O)O)c1	
9.57	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6da7ee30>	CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1	
6.52	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f6180>	COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(NS(C)(=O)=O)cc3OC)c2c1	
9.5	Vertex	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea020a0>	CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21	
9.44	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6e62af80>	NCCNCCc1ccccc1	
1.0	DataWarrior	<rdkit.Chem.rdchem.Mol object at 0x7efb6db1a490>	c1cnc2c(c1)ccc1[nH+]cccc12	
6.63	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e796500>	Cc1nc2c3c(c(C(=O)N4CC4)cn2c1C)CCC(c1ccccc1)O3	
8.08	Liao	<rdkit.Chem.rdchem.Mol object at 0x7efb6ea7c4a0>	NC(CO)(CO)CO	
6.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e50a500>	O=C(O)Cc1cccc2cc(-c3ccccc3)ccc12	
5.9	Chembl	<rdkit.Chem.rdchem.Mol object at 0x7efb6e5f4270>	CN1C(=O)[C@H](NC(=O)Nc2cccc(CNc3nn[nH]n3)c2)N=C(c2ccccc2)c2ccccc21	
