ID	pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset
801811	10.303333	10.24	8	acidic	['datawarrior', 'chembl25']
4618	3.76	4.46	9	acidic	['datawarrior']
7065	10.21	8.44	2	acidic	['datawarrior']
2165	4.95	5.49	0	basic	['datawarrior']
13450293	5.7	7.55	10	basic	['chembl25']
3487	3.53	3.85	2	acidic	['datawarrior']
4388	3.78	4.25	0	basic	['datawarrior']
789899	11.3	10.63	10	acidic	['chembl25']
1623	5.72	5.29	0	basic	['datawarrior']
1636	5.82	5.46	0	basic	['datawarrior']
2167	6.7	5.77	0	basic	['datawarrior']
1619	5.95	5.57	0	basic	['datawarrior']
1152046	6.94	7.01	15	acidic	['chembl25']
1129597	7.91	4.72	10	acidic	['chembl25']
2895	7.35	6.47	0	basic	['datawarrior']
2115111	3.69	3.41	26	acidic	['chembl25']
2115116	3.69	3.41	19	acidic	['chembl25']
7625	2.97	3.67	6	acidic	['datawarrior']
7389	5.3	6.89	3	basic	['datawarrior']
1190639	7.9	8.34	3	basic	['chembl25']
12649083	9.05	9.63	3	basic	['chembl25']
12649084	9.05	9.63	3	basic	['chembl25']
12649082	9.05	9.63	3	basic	['chembl25']
12649081	9.05	9.63	3	basic	['chembl25']
7471	9.74	10.03	3	basic	['datawarrior']
4407	10.13	10.24	0	basic	['datawarrior']
1635	10.38	9.76	0	basic	['datawarrior']
7634	4.04	3.95	2	acidic	['datawarrior']
5373	3.76	4.59	2	acidic	['datawarrior']
5374	3.76	4.52	2	acidic	['datawarrior']
198045	9.28	9.63	18	acidic	['chembl25']
207845	10.0	10.24	16	acidic	['chembl25']
1695487	7.2	6.22	10	basic	['chembl25']
1695495	5.4	4.72	10	basic	['chembl25']
405263	3.7	3.18	24	acidic	['chembl25']
2657	3.04	2.46	2	acidic	['datawarrior']
1926	3.95	3.97	2	acidic	['datawarrior']
4655	9.47	10.47	4	basic	['datawarrior']
4058	4.7	4.7	2	acidic	['datawarrior']
2651	8.9	9.3	6	acidic	['datawarrior']
7607	5.12	4.83	2	acidic	['datawarrior']
348	4.65	4.93	2	acidic	['datawarrior']
6031	6.18	6.29	3	acidic	['datawarrior']
589885	10.75	8.56	6	basic	['chembl25']
835563	8.04	6.92	14	acidic	['chembl25']
2612	8.5	9.38	3	acidic	['datawarrior']
1109214	10.8	7.12	5	acidic	['chembl25']
1346	9.3	9.05	9	basic	['datawarrior']
4060	9.86	8.47	3	acidic	['datawarrior']
359	6.68	7.5	3	acidic	['datawarrior']
2565094	9.4	10.39	18	basic	['chembl25']
2563281	9.4	10.39	22	basic	['chembl25']
7333	4.76	4.87	2	acidic	['datawarrior']
360	2.82	3.27	5	acidic	['datawarrior']
840380	8.06	6.99	14	acidic	['chembl25']
5955	3.48	3.72	11	acidic	['datawarrior']
1880	10.06	10.79	0	basic	['datawarrior']
422	10.4	10.57	0	basic	['datawarrior']
404	8.0	8.52	4	basic	['datawarrior']
6439	4.13	4.63	2	acidic	['datawarrior']
5270	3.89	3.85	2	acidic	['datawarrior']
2203	4.4	4.65	2	acidic	['datawarrior']
842080	3.83	3.33	20	acidic	['chembl25']
5854	6.4	4.59	2	acidic	['datawarrior']
12150015	5.2	3.94	6	basic	['chembl25']
177888	8.44	8.48	21	basic	['chembl25']
2331	7.4	8.48	3	acidic	['datawarrior']
4668	3.05	0.0	14	basic	['datawarrior']
12604496	3.1	4.0	22	acidic	['chembl25']
3190	6.52	6.81	6	acidic	['datawarrior']
7608	4.79	5.01	2	acidic	['datawarrior']
1656478	8.77	8.88	26	basic	['chembl25']
16415684	8.9	8.43	5	basic	['chembl25']
16415685	9.6	8.43	5	basic	['chembl25']
2613	7.92	8.44	4	basic	['datawarrior']
2932580	7.2	5.57	6	basic	['chembl25']
2115725	6.5	5.63	7	acidic	['chembl25']
350	4.84	5.09	2	acidic	['datawarrior']
6757	2.35	0.0	3	basic	['datawarrior']
2630	10.28	10.43	0	basic	['datawarrior']
7420	10.93	10.19	0	basic	['datawarrior']
570180	10.9	8.8	7	basic	['chembl25']
4092	10.9	10.78	0	basic	['datawarrior']
1069895	8.06	6.97	15	acidic	['chembl25']
12702847	3.8	5.1	10	basic	['chembl25']
6220	4.85	3.86	2	acidic	['datawarrior']
6219	4.38	3.36	2	acidic	['datawarrior']
2170	8.43	7.87	3	basic	['datawarrior']
18138541	7.0	3.77	8	acidic	['chembl25']
7543	10.36	10.23	0	basic	['datawarrior']
3227356	10.0	10.39	8	basic	['chembl25']
7688	9.91	10.05	0	basic	['datawarrior']
752	5.2	5.73	0	basic	['datawarrior']
559439	11.02	8.78	6	basic	['chembl25']
1323	3.4	2.0	2	acidic	['datawarrior']
3215	8.8	10.04	4	basic	['datawarrior']
2718619	9.8	9.43	4	basic	['chembl25']
5232757	6.0	9.72	13	acidic	['chembl25']
5232760	6.0	9.72	19	acidic	['chembl25']
12170303	9.2	8.14	17	basic	['chembl25']
5232753	6.2	9.72	12	acidic	['chembl25']
427	10.55	10.84	0	basic	['datawarrior']
2632	10.59	11.02	0	basic	['datawarrior']
5433	11.34	9.35	6	basic	['datawarrior']
4396	4.84	5.15	0	basic	['datawarrior']
872368	9.3	9.15	22	basic	['chembl25']
480867	9.73	9.96	9	basic	['chembl25']
2107	4.48	4.36	2	acidic	['datawarrior']
616260	7.7	7.3	11	basic	['chembl25']
7618	2.75	2.0	2	acidic	['datawarrior']
3610	8.22	7.82	3	basic	['datawarrior']
435	8.73	9.71	7	basic	['datawarrior']
390954	9.3	9.49	9	basic	['chembl25']
3216068	4.812857	4.85	14	acidic	['datawarrior', 'chembl25']
813289	10.2	10.29	8	acidic	['chembl25']
814489	10.5	10.28	10	acidic	['chembl25']
7256	10.64	10.42	0	basic	['datawarrior']
408587	5.13	7.04	5	basic	['chembl25']
412346	5.28	7.04	5	basic	['chembl25']
1877	11.86	10.99	0	basic	['datawarrior']
7426	10.3	9.98	0	basic	['datawarrior']
570176	11.2	8.69	5	basic	['chembl25']
1163	7.07	8.47	4	basic	['datawarrior']
1883	7.0	6.6	3	basic	['datawarrior']
14540355	9.7	9.6	3	basic	['chembl25']
1916	10.08	10.11	3	basic	['datawarrior']
5420	10.02	10.32	0	basic	['datawarrior']
12188134	3.5	6.25	9	basic	['chembl25']
17998236	5.35	5.35	3	basic	['chembl25']
13847715	5.5	3.25	32	acidic	['chembl25']
3605	6.19	5.84	0	basic	['datawarrior']
2733	8.31	8.98	0	basic	['datawarrior']
13490251	9.4	9.45	3	basic	['chembl25']
880854	8.7	8.83	3	basic	['chembl25']
2625185	9.5	8.91	3	basic	['chembl25']
14536055	9.78	9.14	3	basic	['chembl25']
2625165	9.7	9.09	3	basic	['chembl25']
2625163	9.8	9.09	3	basic	['chembl25']
2625164	10.0	9.09	3	basic	['chembl25']
2625161	9.7	9.09	3	basic	['chembl25']
2625160	10.0	9.09	3	basic	['chembl25']
2625170	9.9	9.09	3	basic	['chembl25']
2625174	9.8	9.09	3	basic	['chembl25']
2625169	9.7	9.09	3	basic	['chembl25']
2625172	9.6	9.08	3	basic	['chembl25']
2625168	9.7	9.09	3	basic	['chembl25']
2625176	9.6	9.09	3	basic	['chembl25']
2718627	9.6	9.11	3	basic	['chembl25']
2718626	9.71	9.11	3	basic	['chembl25']
2625167	9.7	9.09	3	basic	['chembl25']
2718629	9.3	9.11	3	basic	['chembl25']
2718634	9.5	9.09	3	basic	['chembl25']
2718635	9.5	9.09	3	basic	['chembl25']
2718632	9.5	9.09	3	basic	['chembl25']
210	11.22	10.56	0	basic	['datawarrior']
3029	10.96	10.33	0	basic	['datawarrior']
2718636	8.97	9.37	3	basic	['chembl25']
12650662	9.76	6.82	5	acidic	['chembl25']
7691	3.1	2.03	2	acidic	['datawarrior']
7682	11.04	10.71	0	basic	['datawarrior']
3216084	9.555	9.66	3	basic	['datawarrior', 'chembl25']
1267073	9.18	9.66	3	basic	['chembl25']
898897	9.305	9.66	3	basic	['chembl25']
879627	9.446667	9.66	3	basic	['chembl25']
2511070	9.52	9.66	3	basic	['chembl25']
15446299	9.395	9.66	3	basic	['chembl25']
3216107	9.518824	9.66	3	basic	['datawarrior', 'chembl25']
4691	9.45	9.66	11	basic	['datawarrior']
2225	9.48	9.5	10	basic	['datawarrior']
376	8.0	8.12	4	basic	['datawarrior']
6776	9.57	9.66	15	basic	['datawarrior']
15465954	9.5	9.66	3	basic	['chembl25']
6646	11.79	9.1	6	basic	['datawarrior']
1637	5.67	5.08	0	basic	['datawarrior']
14556417	9.35	9.61	8	basic	['chembl25']
502188	9.9	9.96	8	basic	['chembl25']
1158443	7.93	7.13	13	acidic	['chembl25']
6381724	7.28	8.05	22	basic	['chembl25']
15747685	7.805	8.93	23	basic	['chembl25']
15747636	7.3	7.86	23	basic	['chembl25']
6381734	6.03	7.23	23	basic	['chembl25']
3526	4.57	4.36	2	acidic	['datawarrior']
312545	3.43	3.67	22	acidic	['chembl25']
3509	4.15	3.84	2	acidic	['datawarrior']
2088093	10.2	9.54	13	basic	['chembl25']
3521	4.24	3.71	2	acidic	['datawarrior']
6381710	9.69	9.91	23	basic	['chembl25']
598684	7.5	7.3	10	basic	['chembl25']
7351	2.3	2.0	2	acidic	['datawarrior']
770	8.04	7.72	3	basic	['datawarrior']
2589	3.78	4.65	8	acidic	['datawarrior']
362	3.72	4.61	7	acidic	['datawarrior']
7695	9.23	9.71	6	basic	['datawarrior']
4390	10.52	10.47	0	basic	['datawarrior']
7061	7.8	10.41	11	basic	['datawarrior']
4389	10.63	10.47	0	basic	['datawarrior']
3500	6.53	10.49	12	acidic	['datawarrior']
3492	6.28	10.12	7	acidic	['datawarrior']
4842	3.4	3.13	2	acidic	['datawarrior']
524	4.31	4.23	2	acidic	['datawarrior']
521726	10.49	9.66	10	basic	['chembl25']
820443	10.1	10.28	7	acidic	['chembl25']
5853	5.7	4.55	2	acidic	['datawarrior']
3491	6.68	9.59	4	acidic	['datawarrior']
527	4.27	4.07	2	acidic	['datawarrior']
14686567	10.65	10.02	14	basic	['chembl25']
2338	9.52	9.77	0	acidic	['datawarrior']
525	3.64	3.89	2	acidic	['datawarrior']
1615	4.42	4.32	0	basic	['datawarrior']
818139	10.4	10.5	9	acidic	['chembl25']
3004	5.83	5.46	0	basic	['datawarrior']
3021	5.72	5.52	0	basic	['datawarrior']
3003	6.02	5.66	0	basic	['datawarrior']
4195	3.64	3.34	7	acidic	['datawarrior']
1042	6.23	6.08	0	basic	['datawarrior']
61	5.55	5.85	0	acidic	['datawarrior']
1748903	2.86	2.52	4	basic	['chembl25']
895289	4.405	4.54	15	acidic	['chembl25']
141093	4.31	4.54	15	acidic	['chembl25']
5805	6.7	6.9	23	basic	['datawarrior']
1040	5.74	5.34	0	basic	['datawarrior']
844327	5.01	4.48	7	acidic	['chembl25']
864066	5.04	4.48	7	acidic	['chembl25']
845632	5.05	4.48	7	acidic	['chembl25']
6136	8.95	8.66	13	basic	['datawarrior']
5327	8.46	8.3	13	basic	['datawarrior']
6549	7.46	8.52	13	basic	['datawarrior']
6546	7.96	8.77	13	basic	['datawarrior']
5883	7.52	9.02	13	basic	['datawarrior']
2693	4.59	4.35	8	acidic	['datawarrior']
5221	7.73	9.06	15	basic	['datawarrior']
5230	6.1	6.9	5	basic	['datawarrior']
1076794	8.0	7.0	17	acidic	['chembl25']
6909	8.62	9.58	14	basic	['datawarrior']
5882	8.8	10.09	0	basic	['datawarrior']
5887	6.9	7.92	5	basic	['datawarrior']
6455	7.9	8.71	16	basic	['datawarrior']
2062569	8.72	9.42	3	basic	['chembl25']
2062566	9.235	9.42	3	basic	['chembl25']
5220	7.54	9.14	16	basic	['datawarrior']
3216105	9.07	9.04	17	basic	['datawarrior', 'chembl25']
483	9.75	9.39	5	basic	['datawarrior']
4642	6.95	7.24	4	basic	['datawarrior']
2133	7.23	7.88	4	basic	['datawarrior']
16568750	8.92	10.48	9	basic	['chembl25']
7341	2.88	3.42	5	acidic	['datawarrior']
7552	8.54	9.14	4	basic	['datawarrior']
7693	8.12	8.17	4	basic	['datawarrior']
7344	3.21	3.14	5	acidic	['datawarrior']
7717	8.8	9.47	3	basic	['datawarrior']
7538	5.9	6.04	1	basic	['datawarrior']
7408	8.02	8.39	4	basic	['datawarrior']
7371	7.85	8.08	4	basic	['datawarrior']
1617	10.14	10.42	0	basic	['datawarrior']
744	9.99	10.43	0	basic	['datawarrior']
4392	9.78	10.27	0	basic	['datawarrior']
7572	9.43	9.79	3	basic	['datawarrior']
3388	9.67	10.01	11	basic	['datawarrior']
1616	9.9	10.01	0	basic	['datawarrior']
3001	9.36	9.52	0	basic	['datawarrior']
7400	5.8	9.12	0	acidic	['datawarrior']
5232758	6.0	9.72	6	acidic	['chembl25']
15460196	8.6	8.21	2	basic	['chembl25']
2062740	9.04	9.77	2	basic	['chembl25']
590	3.53	3.81	2	acidic	['datawarrior']
6378	3.38	4.51	2	acidic	['datawarrior']
7564	9.07	5.38	0	acidic	['datawarrior']
6573	4.3	4.55	2	acidic	['datawarrior']
6574	4.21	4.48	2	acidic	['datawarrior']
6183	10.06	10.05	13	acidic	['datawarrior']
7637	4.5	4.41	2	acidic	['datawarrior']
1892	8.7	9.21	4	basic	['datawarrior']
2650	8.69	8.94	4	basic	['datawarrior']
3217	9.36	10.07	4	basic	['datawarrior']
1333	9.33	9.77	4	basic	['datawarrior']
1336	9.2	9.8	4	basic	['datawarrior']
4905	7.5	8.98	4	basic	['datawarrior']
2686	10.0	10.18	4	basic	['datawarrior']
2653	8.88	9.55	4	basic	['datawarrior']
445	8.81	9.4	4	basic	['datawarrior']
3532	4.83	4.8	2	acidic	['datawarrior']
619	9.9	9.75	0	acidic	['datawarrior']
484536	9.76	9.96	7	basic	['chembl25']
1158451	8.01	7.39	12	acidic	['chembl25']
1067282	8.05	7.15	12	acidic	['chembl25']
10990255	3.7	3.89	10	basic	['chembl25']
10990254	3.4	3.89	10	basic	['chembl25']
7349	4.15	5.35	5	acidic	['datawarrior']
2511088	9.0	8.86	10	basic	['chembl25']
2062573	9.203333	8.76	17	basic	['chembl25']
841730	7.99	7.06	16	acidic	['chembl25']
849923	8.0	7.0	15	acidic	['chembl25']
833169	8.06	7.0	15	acidic	['chembl25']
5164	6.7	4.8	3	basic	['datawarrior']
1794	2.95	0.0	2	basic	['datawarrior']
1389	5.13	4.85	2	acidic	['datawarrior']
7982328	5.7	3.75	2	basic	['chembl25']
7982327	6.2	5.52	2	basic	['chembl25']
2932581	4.4	7.32	15	basic	['chembl25']
4442	9.7	10.96	2	acidic	['datawarrior']
5330	3.6	6.59	7	basic	['datawarrior']
6530	8.12	7.58	11	acidic	['datawarrior']
4189	3.1	5.82	1	acidic	['datawarrior']
1747	7.1	8.23	4	basic	['datawarrior']
622	3.65	6.38	2	acidic	['datawarrior']
1390	5.21	7.6	2	acidic	['datawarrior']
2765	4.2	8.12	3	acidic	['datawarrior']
3058	8.7	8.2	4	acidic	['datawarrior']
4549	2.8	0.0	2	basic	['datawarrior']
1626	11.17	10.74	0	basic	['datawarrior']
3303393	10.2	8.81	7	basic	['chembl25']
3303395	9.4	8.44	6	basic	['chembl25']
3303388	10.0	8.93	6	basic	['chembl25']
3303390	9.7	8.54	5	basic	['chembl25']
3303398	9.5	8.62	5	basic	['chembl25']
3303383	10.1	8.01	5	basic	['chembl25']
10950191	7.1	6.47	9	acidic	['chembl25']
10950192	7.7	7.02	9	acidic	['chembl25']
10950193	8.6	8.49	9	acidic	['chembl25']
10950194	9.1	8.46	8	acidic	['chembl25']
10950195	9.8	9.35	8	acidic	['chembl25']
10950190	10.3	10.01	8	acidic	['chembl25']
16482114	3.4	3.37	19	acidic	['chembl25']
3303385	9.6	7.44	4	basic	['chembl25']
7592	5.37	7.89	0	basic	['datawarrior']
2369560	7.9	9.65	6	basic	['chembl25']
6777	4.66	7.7	6	acidic	['datawarrior']
2934	9.19	9.2	2	acidic	['datawarrior']
2985	8.71	9.6	2	acidic	['datawarrior']
2912	7.65	11.34	2	acidic	['datawarrior']
7062	9.0	10.79	11	basic	['datawarrior']
3137	6.15	6.9	3	acidic	['datawarrior']
4774	2.7	3.8	29	acidic	['datawarrior']
2160359	8.7	11.08	13	acidic	['chembl25']
14565506	8.87	7.96	30	basic	['chembl25']
14565512	6.84	5.76	29	basic	['chembl25']
3091	6.64	7.58	4	acidic	['datawarrior']
3131	5.38	7.77	3	acidic	['datawarrior']
3216073	2.78	3.53	22	acidic	['datawarrior', 'chembl25']
3277	4.83	4.48	2	acidic	['datawarrior']
2339	3.76	4.38	13	acidic	['datawarrior']
3276	5.05	4.48	2	acidic	['datawarrior']
2342	2.395	4.6	2	acidic	['datawarrior']
426275	3.8	3.18	13	acidic	['chembl25']
400948	3.9	3.06	10	acidic	['chembl25']
395879	5.1	3.3	13	acidic	['chembl25']
426281	5.7	3.46	12	acidic	['chembl25']
422608	6.2	4.06	16	acidic	['chembl25']
410064	3.8	3.11	17	acidic	['chembl25']
391995	6.3	3.46	19	acidic	['chembl25']
16537863	9.0	8.7	5	basic	['chembl25']
118320	6.03	5.75	23	acidic	['chembl25']
13365689	7.3	4.9	10	basic	['chembl25']
13311524	9.3	7.13	6	basic	['chembl25']
13311528	9.1	9.07	6	basic	['chembl25']
13311547	6.9	3.02	11	basic	['chembl25']
13311537	8.1	4.97	10	basic	['chembl25']
13311535	8.3	6.98	10	basic	['chembl25']
13365686	8.3	8.99	6	basic	['chembl25']
15768921	9.8	9.48	7	basic	['chembl25']
390735	3.7	3.06	10	acidic	['chembl25']
423917	6.4	3.46	12	acidic	['chembl25']
208161	10.58	10.68	11	basic	['chembl25']
2062785	10.42	10.69	10	basic	['chembl25']
213980	10.56	10.7	9	basic	['chembl25']
848053	3.75	3.41	18	acidic	['chembl25']
3736	10.7	9.26	0	basic	['datawarrior']
3533	3.1	4.34	12	acidic	['datawarrior']
5973	8.57	9.67	10	basic	['datawarrior']
5969	8.71	9.72	6	basic	['datawarrior']
5971	8.55	9.67	10	basic	['datawarrior']
5972	8.51	9.66	10	basic	['datawarrior']
6496	8.84	9.7	6	basic	['datawarrior']
2375	4.433333	6.17	8	basic	['datawarrior']
3301	3.85	6.14	8	basic	['datawarrior']
1471950	7.3	8.08	1	basic	['chembl25']
211	11.42	9.96	0	basic	['datawarrior']
7861	11.94	10.06	0	basic	['datawarrior']
2049	9.6	9.65	4	basic	['datawarrior']
206	9.6	9.94	0	basic	['datawarrior']
2010	10.31	6.96	3	basic	['datawarrior']
2729	9.81	6.23	3	basic	['datawarrior']
3945	11.7	9.95	4	basic	['datawarrior']
7854	9.57	9.77	0	basic	['datawarrior']
7315	5.29	5.81	3	basic	['datawarrior']
5999	8.99	8.34	0	basic	['datawarrior']
12150003	6.0	4.66	11	basic	['chembl25']
11010039	6.0	6.32	3	acidic	['chembl25']
11010040	5.8	5.91	3	acidic	['chembl25']
4180	5.6	8.26	2	acidic	['datawarrior']
947	6.17	7.87	3	acidic	['datawarrior']
896628	5.27	4.83	19	basic	['chembl25']
878439	4.14	4.38	24	basic	['chembl25']
868712	8.99	9.86	4	basic	['chembl25']
1471954	7.3	8.08	16	basic	['chembl25']
2835	5.1	7.34	3	acidic	['datawarrior']
1686	8.85	8.18	4	acidic	['datawarrior']
877	2.85	0.0	2	basic	['datawarrior']
1371	5.62	8.2	3	acidic	['datawarrior']
485672	9.94	9.96	14	basic	['chembl25']
2735	11.33	10.53	0	basic	['datawarrior']
1381	4.965	4.89	2	acidic	['datawarrior']
5214	3.45	4.63	2	acidic	['datawarrior']
2366	3.3	3.7	2	acidic	['datawarrior']
3009	11.27	10.65	0	basic	['datawarrior']
1632	10.76	10.62	0	basic	['datawarrior']
4176	4.88	4.95	2	acidic	['datawarrior']
187	9.38	11.2	0	basic	['datawarrior']
7855	10.98	10.48	0	basic	['datawarrior']
212	10.26	10.07	0	basic	['datawarrior']
6547	8.28	8.61	13	basic	['datawarrior']
7862	10.24	10.32	0	basic	['datawarrior']
7850	10.92	10.5	0	basic	['datawarrior']
526	4.59	5.01	2	acidic	['datawarrior']
632962	6.9	10.03	20	acidic	['chembl25']
2718621	9.4	9.22	3	basic	['chembl25']
2718622	9.6	9.11	3	basic	['chembl25']
2718620	9.9	9.38	22	basic	['chembl25']
2718618	9.86	9.24	19	basic	['chembl25']
2718630	9.7	9.21	19	basic	['chembl25']
2718623	7.8	7.03	19	basic	['chembl25']
6548	8.2	8.5	13	basic	['datawarrior']
1647	10.24	10.34	0	basic	['datawarrior']
1471942	10.4	8.79	4	basic	['chembl25']
3119	5.9	3.59	1	basic	['datawarrior']
7591	10.96	10.8	0	basic	['datawarrior']
3024	11.1	10.53	0	basic	['datawarrior']
7852	10.89	10.35	0	basic	['datawarrior']
3112	9.5	9.87	4	basic	['datawarrior']
1495342	6.8	5.94	25	acidic	['chembl25']
2365	3.2	3.7	2	acidic	['datawarrior']
354162	6.1	8.34	15	basic	['chembl25']
2732	11.29	10.61	0	basic	['datawarrior']
1676	5.02	5.72	3	basic	['datawarrior']
6687	9.13	9.86	11	basic	['datawarrior']
5421	11.2	11.8	18	acidic	['datawarrior']
2088042	9.9	9.19	2	basic	['chembl25']
2088104	10.5	9.89	2	basic	['chembl25']
2088099	9.2	8.57	2	basic	['chembl25']
2088091	7.8	7.67	2	basic	['chembl25']
2088097	8.5	8.07	2	basic	['chembl25']
2088098	8.9	8.52	2	basic	['chembl25']
2088100	9.7	9.14	2	basic	['chembl25']
963740	7.86	5.78	2	basic	['chembl25']
3754	6.74	5.38	5	basic	['datawarrior']
3960	3.7	4.19	1	basic	['datawarrior']
3961	3.6	4.31	1	basic	['datawarrior']
13459761	4.3	4.78	6	acidic	['chembl25']
6525	11.2	11.8	2	acidic	['datawarrior']
351	5.145	4.92	2	acidic	['datawarrior']
7614	2.88	3.18	5	acidic	['datawarrior']
1839	4.58	4.64	2	acidic	['datawarrior']
7327	4.56	4.71	2	acidic	['datawarrior']
5049	4.78	7.42	5	acidic	['datawarrior']
337	4.52	4.78	2	acidic	['datawarrior']
7600	4.485	4.83	2	acidic	['datawarrior']
7606	2.6	2.8	2	acidic	['datawarrior']
444	9.38	8.42	6	acidic	['datawarrior']
7667	10.7	11.02	0	acidic	['datawarrior']
874665	8.723333	9.11	8	basic	['datawarrior', 'chembl25']
5817	8.58	9.29	17	basic	['datawarrior']
5815	6.89	7.14	17	basic	['datawarrior']
5970	9.23	8.83	17	basic	['datawarrior']
6409	8.86	9.06	17	basic	['datawarrior']
6407	6.98	6.92	17	basic	['datawarrior']
5816	6.73	7.14	17	basic	['datawarrior']
5814	7.12	7.23	18	basic	['datawarrior']
6835	8.07	9.08	18	basic	['datawarrior']
7705	8.37	8.33	6	acidic	['datawarrior']
2581	9.82	8.42	2	acidic	['datawarrior']
357	9.36	8.46	2	acidic	['datawarrior']
450729	7.85	8.86	17	basic	['chembl25']
453230	6.5	7.5	8	basic	['chembl25']
441313	8.43	8.76	8	basic	['chembl25']
7848939	4.9	4.24	4	acidic	['chembl25']
2556740	4.85	4.75	4	acidic	['datawarrior', 'chembl25']
4109	8.26	8.64	8	basic	['datawarrior']
1902	8.29	8.41	7	basic	['datawarrior']
7364	8.1	7.66	4	acidic	['datawarrior']
6629	8.66	8.89	16	basic	['datawarrior']
887163	9.2	9.51	16	basic	['chembl25']
1919	8.28	8.79	7	basic	['datawarrior']
4645	9.7	8.07	4	acidic	['datawarrior']
6105	9.14	8.03	6	acidic	['datawarrior']
667	9.05	8.14	7	acidic	['datawarrior']
894	3.7	3.16	11	acidic	['datawarrior']
836717	8.06	6.9	13	acidic	['chembl25']
14683358	7.91	8.31	3	basic	['chembl25']
2253	3.86	4.26	2	acidic	['datawarrior']
2345	4.165	4.6	2	acidic	['datawarrior']
2580	11.33	9.39	2	acidic	['datawarrior']
356	5.03	5.0	2	acidic	['datawarrior']
7422	10.89	10.67	0	basic	['datawarrior']
4094	11.9	11.23	0	basic	['datawarrior']
1878	11.2	10.94	0	basic	['datawarrior']
4099	11.6	11.11	0	basic	['datawarrior']
758	11.2	11.1	0	basic	['datawarrior']
887167	9.2	9.89	5	basic	['chembl25']
754	6.55	5.02	0	basic	['datawarrior']
3602	6.32	5.04	0	basic	['datawarrior']
7678	10.91	10.71	0	basic	['datawarrior']
6440	3.41	4.63	2	acidic	['datawarrior']
2188	7.07	6.63	8	basic	['datawarrior']
1073214	8.24	6.97	16	acidic	['chembl25']
3216076	4.7	4.21	28	acidic	['chembl25']
406457	3.5	2.79	14	acidic	['chembl25']
1073126	7.97	7.23	16	acidic	['chembl25']
353	4.84	5.09	2	acidic	['datawarrior']
7544	10.56	10.43	0	basic	['datawarrior']
7689	10.4	10.13	0	basic	['datawarrior']
751	6.03	5.59	0	basic	['datawarrior']
426	11.0	10.81	0	basic	['datawarrior']
2634	10.94	10.93	0	basic	['datawarrior']
2633	10.77	10.97	0	basic	['datawarrior']
4398	5.47	5.08	0	basic	['datawarrior']
854501	8.07	7.04	22	acidic	['chembl25']
355	4.73	5.04	2	acidic	['datawarrior']
5268	3.37	3.58	2	acidic	['datawarrior']
2113969	9.3	9.7	5	basic	['chembl25']
2113966	6.9	9.17	5	basic	['chembl25']
2109288	3.55	4.59	10	basic	['chembl25']
2384152	9.6	8.19	8	acidic	['chembl25']
425	10.87	10.76	0	basic	['datawarrior']
449	8.8	9.54	3	basic	['datawarrior']
7411	5.95	6.03	1	basic	['datawarrior']
7692	8.53	10.42	4	basic	['datawarrior']
7472	9.53	9.84	3	basic	['datawarrior']
7665	5.8	9.16	0	acidic	['datawarrior']
5372	4.16	4.59	2	acidic	['datawarrior']
4113	8.9	9.23	4	basic	['datawarrior']
1334	9.0	9.26	4	basic	['datawarrior']
1893	8.7	8.95	4	basic	['datawarrior']
2296	9.5	10.09	4	basic	['datawarrior']
4604	9.6	10.11	4	basic	['datawarrior']
1331	9.2	9.5	4	basic	['datawarrior']
3213	9.2	9.53	4	basic	['datawarrior']
4112	9.1	9.23	4	basic	['datawarrior']
3211	9.4	9.81	4	basic	['datawarrior']
1102861	7.94	7.46	13	acidic	['chembl25']
2102	3.43	4.02	2	acidic	['datawarrior']
7616	4.08	5.36	5	acidic	['datawarrior']
851121	8.0	7.0	16	acidic	['chembl25']
1646	11.88	9.7	0	basic	['datawarrior']
13284695	7.1	8.5	20	acidic	['chembl25']
1683	9.34	10.72	2	acidic	['datawarrior']
13284696	7.9	7.78	20	acidic	['chembl25']
13284700	8.1	7.78	19	acidic	['chembl25']
13284698	5.6	8.0	19	acidic	['chembl25']
13284701	8.7	7.81	19	acidic	['chembl25']
13284699	7.2	8.84	19	acidic	['chembl25']
1791	6.0	6.9	3	acidic	['datawarrior']
403719	3.9	3.03	11	acidic	['chembl25']
412498	3.8	3.46	13	acidic	['chembl25']
6823	6.54	7.5	3	acidic	['datawarrior']
13284694	8.0	8.85	19	acidic	['chembl25']
4547	5.7	6.9	3	acidic	['datawarrior']
4497	6.42	7.57	4	acidic	['datawarrior']
13311534	8.4	4.9	11	basic	['chembl25']
5708	7.65	7.42	3	acidic	['datawarrior']
852547	3.7	3.37	11	acidic	['chembl25']
196165	10.61	10.7	9	basic	['chembl25']
829036	3.6	3.37	19	acidic	['chembl25']
