pKa	marvin_pKa	marvin_atom	marvin_pKa_type	original_dataset	SMILES
6.23	6.7	8	basic	['datawarrior']	CC(=O)C(CN1CCOCC1)c1ccccc1
9.69	11.78	2	acidic	['datawarrior']	CC(=O)C(Cc1ccc(C#N)cc1)C(C)=O
10.25	11.89	8	acidic	['datawarrior']	CC(=O)C(Cc1ccc(Cl)cc1)C(C)=O
7.9	6.16	4	acidic	['datawarrior']	CC(=O)C(Cl)=NO
4.4	3.23	2	acidic	['datawarrior']	CC(=O)C1=C(C(=O)O)CCCC1
2.88	2.91	3	acidic	['datawarrior']	CC(=O)C1C(=O)c2ccccc2C1=O
4.63	4.5	2	acidic	['datawarrior']	CC(=O)C1CC(C(=O)O)C1(C)C
4.19	4.14	2	acidic	['datawarrior']	CC(=O)C1CC1C(=O)O
7.82	6.6	2	acidic	['datawarrior']	CC(=O)C1CCCC1=O
10.21	8.12	2	acidic	['datawarrior']	CC(=O)C1CCCCC1=O
4.82	4.64	2	acidic	['datawarrior']	CC(=O)C1C[C@@H](CC(=O)O)C1(C)C
8.338333	8.2	5	acidic	['datawarrior', 'chembl25']	CC(=O)C=NO
9.24	9.13	3	acidic	['chembl25']	CC(=O)CC(=O)/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1
9.94	8.43	3	acidic	['datawarrior']	CC(=O)CC(=O)C(C)(C)C
9.46	8.42	3	acidic	['datawarrior']	CC(=O)CC(=O)C(C)C
6.09	7.03	6	acidic	['datawarrior']	CC(=O)CC(=O)C(F)(F)F
9.07	7.83	2	acidic	['datawarrior']	CC(=O)CC(=O)CC(C)C
10.15	10.89	3	acidic	['datawarrior']	CC(=O)CC(=O)Nc1ccc(C)cc1
10.0	10.89	3	acidic	['datawarrior']	CC(=O)CC(=O)Nc1cccc(C)c1
9.94	10.85	3	acidic	['datawarrior']	CC(=O)CC(=O)Nc1ccccc1
3.57	4.03	2	acidic	['datawarrior']	CC(=O)CC(=O)O
8.69	9.21	3	acidic	['datawarrior']	CC(=O)CC(=O)c1ccccc1
8.245	8.59	2	acidic	['datawarrior']	CC(=O)CC(C)=O
9.935	10.47	3	acidic	['datawarrior']	CC(=O)CC(N)=O
4.9875	5.56	7	acidic	['chembl25']	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
6.6	8.14	7	acidic	['chembl25']	CC(=O)CC(c1ccccc1)c1c(S)c2ccccc2oc1=O
6.12	7.67	2	acidic	['datawarrior']	CC(=O)CC=O
4.63	4.32	2	acidic	['datawarrior']	CC(=O)CCC(=O)O
4.66	4.48	2	acidic	['datawarrior']	CC(=O)CCCC(=O)O
9.66	9.65	7	basic	['datawarrior']	CC(=O)CCCCN(C)C
8.95	8.53	5	basic	['datawarrior']	CC(=O)CCN(C)C
6.66	6.86	5	basic	['datawarrior']	CC(=O)CCN1CCOCC1
6.655	5.56	7	acidic	['chembl25']	CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
3.16	3.93	2	acidic	['datawarrior']	CC(=O)N(C)CC(=O)O
9.3	8.2	12	basic	['chembl25']	CC(=O)N(C)C[C@H]1C[C@H](c2ccc(CN3CCCC3)c(Cl)c2)C1
8.73	8.55	4	acidic	['datawarrior']	CC(=O)N(C)O
2.01	2.6	6	basic	['datawarrior']	CC(=O)N(C)c1ccccn1
3.52	4.34	8	basic	['datawarrior']	CC(=O)N(C)c1cccnc1
4.62	4.69	10	basic	['datawarrior']	CC(=O)N(C)c1ccncc1
4.2	3.72	11	basic	['chembl25']	CC(=O)N(C)c1nc2nc(C)ncc2cc1-c1c(Cl)cccc1Cl
7.4	6.91	3	acidic	['datawarrior']	CC(=O)N(C)c1nnc(S(N)(=O)=O)s1
8.83	8.37	4	acidic	['chembl25']	CC(=O)N(O)CCc1ccccc1
8.36	9.05	4	acidic	['datawarrior']	CC(=O)N(O)c1ccccc1
7.32	6.87	3	acidic	['datawarrior']	CC(=O)N(c1ccccc1)c1nnc(S(N)(=O)=O)s1
3.21	3.89	2	acidic	['datawarrior']	CC(=O)N1CCCC1C(=O)O
7.1	7.2	8	basic	['datawarrior']	CC(=O)N1CCN(C)CC1
6.7	7.29	6	basic	['chembl25']	CC(=O)N1CCN(CCC[C@@]2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1
7.94	7.82	8	basic	['datawarrior']	CC(=O)N1CCNCC1
5.26	5.49	11	basic	['datawarrior']	CC(=O)N1CCNc2ncnc(C)c21
2.23	2.98	12	acidic	['datawarrior']	CC(=O)N1CS(=O)(=O)CC1C(=O)O
2.5	3.13	11	acidic	['datawarrior']	CC(=O)N1CS(=O)CC1C(=O)O
2.94	3.67	10	acidic	['datawarrior']	CC(=O)N1CSCC1C(=O)O
3.2	3.72	15	acidic	['datawarrior']	CC(=O)N1C[C@@]2(C(C)C)OC(=O)C[C@H]2C1C(=O)O
7.1	5.63	11	basic	['chembl25']	CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC(F)C1)c1ccccc1
10.1	9.61	11	basic	['chembl25']	CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CC2CCC1C2)c1ccccc1
9.4	9.38	11	basic	['chembl25']	CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCCC1)c1ccccc1
7.1	7.09	11	basic	['chembl25']	CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1CCOCC1)c1ccccc1
8.0	7.36	11	basic	['chembl25']	CC(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCCN1C[C@H]2C[C@@H]1CO2)c1ccccc1
7.5	9.81	2	basic	['datawarrior']	CC(=O)N=C(N(C)C)N(C)C
7.6	8.95	3	basic	['chembl25']	CC(=O)N=C(N)N
4.1	3.13	10	basic	['chembl25']	CC(=O)N=c1[nH]c2nc(C)ncc2cc1-c1c(Cl)cccc1Cl
2.5	3.04	11	basic	['chembl25']	CC(=O)N=c1c(-c2c(Cl)cccc2Cl)cc2cnc(C)nc2n1C
4.09	4.84	3	basic	['datawarrior', 'chembl25']	CC(=O)N=c1cccc[nH]1
8.1	11.22	1	acidic	['datawarrior']	CC(=O)NBr
5.8	4.69	2	acidic	['datawarrior']	CC(=O)NC1CONC1=O
3.6	3.77	7	acidic	['chembl25']	CC(=O)NCC(=O)O
9.28	9.16	6	basic	['datawarrior']	CC(=O)NCCN
9.5	10.07	0	acidic	['datawarrior']	CC(=O)NCCS
9.0	9.27	8	acidic	['datawarrior']	CC(=O)NCc1cc(C)cc(CNC(C)=O)c1O
5.4	8.11	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(C#N)cccc32)c1
5.46	8.36	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)(C)O)cccc32)c1
5.62	8.37	20	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)O)cccc32)c1
5.66	8.38	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(CO)cccc32)c1
6.03	8.16	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(Cl)cccc32)c1
5.62	7.91	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3c(F)cccc32)c1
5.93	8.49	12	acidic	['chembl25']	CC(=O)NCc1cccc(Cn2[nH]c(=NS(=O)(=O)c3ccc(Cl)s3)c3ccccc32)c1
4.23	4.14	10	basic	['chembl25']	CC(=O)NCc1ccccn1
9.58	8.88	3	acidic	['chembl25']	CC(=O)NOCCc1ccccc1
4.8	4.28	3	acidic	['datawarrior']	CC(=O)NS(=O)(=O)c1ccc(C)cc1
6.7	8.3	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(C(C)(C)C)ncn2)CCCCC1
6.4	8.13	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cc(CC(C)(C)C)no2)CCCCC1
6.7	8.69	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CC1
7.85	9.4	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCCCC1
6.7	8.55	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1
6.6	8.6	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CC1
7.8	8.91	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC1
8.133333	9.31	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCCC1
7.2	9.03	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCOCC1
8.1	9.3	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1
7.05	8.01	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cnn(CC(C)(C)C)c2)CC1
8.9	9.09	17	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@H]1CCCc2ccc(CC(C)(C)C)cc21
8.6	9.09	21	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CC[C@@H](OCC2CCCCC2)CN1
6.9	7.27	2	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC(C)(C)C)[C@H](C)N1
6.7	7.19	21	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)CN1
6.7	7.27	2	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1CO[C@@H](OCC2CCCCC2)[C@H](C)N1
8.2	9.91	20	basic	['chembl25']	CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)[C@H]1C[C@@H](OCC2CCCCC2)CN1
7.51	6.37	16	basic	['chembl25']	CC(=O)Nc1ccc(Cc2c3ccccc3nc3ccccc23)cc1
4.46	4.04	10	basic	['datawarrior']	CC(=O)Nc1ccc(N)cc1
9.543333	9.46	8	acidic	['datawarrior', 'chembl25']	CC(=O)Nc1ccc(O)cc1
9.49	6.97	18	acidic	['chembl25']	CC(=O)Nc1ccc(OC(=O)Nc2cc(C(=O)c3ccccc3)ccc2O)cc1
9.49	8.08	19	acidic	['chembl25']	CC(=O)Nc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1
9.49	7.99	18	acidic	['chembl25']	CC(=O)Nc1ccc(OC(=O)Nc2ccc(C(=O)c3ccccc3)cc2O)cc1
5.87	9.39	9	acidic	['datawarrior']	CC(=O)Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1
5.46	7.45	9	acidic	['datawarrior']	CC(=O)Nc1ccc(S(=O)(=O)N=c2nc(C)cc[nH]2)cc1
10.02	10.27	3	acidic	['datawarrior']	CC(=O)Nc1ccc(S(N)(=O)=O)cc1
6.08	6.21	0	acidic	['datawarrior']	CC(=O)Nc1ccc(S)cc1
7.42	4.09	18	acidic	['chembl25']	CC(=O)Nc1ccc2c(=Nc3ccc(C(=O)O)cc3)c3ccccc3[nH]c2c1
5.6	5.78	9	basic	['datawarrior']	CC(=O)Nc1ccc2cc3ccccc3nc2c1
8.91	5.76	18	basic	['chembl25']	CC(=O)Nc1ccc2nc(N(C)CCO)ccc2c1
9.94	8.64	1	basic	['chembl25']	CC(=O)Nc1ccc2nc(OCCN(C)C)ccc2c1
11.55	8.49	1	basic	['chembl25']	CC(=O)Nc1ccc2nc(SCCN(C)C)ccc2c1
4.7	6.1	11	basic	['datawarrior']	CC(=O)Nc1ccc2nc3ccccc3cc2c1
5.51	4.48	8	basic	['chembl25']	CC(=O)Nc1ccc2ncccc2c1
9.38	9.24	9	acidic	['datawarrior']	CC(=O)Nc1cccc(O)c1
9.38	8.08	20	acidic	['chembl25']	CC(=O)Nc1cccc(OC(=O)Nc2cc(Cl)ccc2O)c1
3.0	5.21	7	basic	['datawarrior']	CC(=O)Nc1cccc2cc3ccccc3nc12
4.4	5.89	10	basic	['datawarrior']	CC(=O)Nc1cccc2nc3ccccc3cc12
4.44	4.38	7	basic	['datawarrior']	CC(=O)Nc1cccnc1
8.31	8.64	7	basic	['datawarrior']	CC(=O)OC(C)CN(C)C
9.27	9.17	9	basic	['datawarrior']	CC(=O)OC1CN2CCC1CC2
9.7	6.15	8	acidic	['datawarrior']	CC(=O)OCC(=NO)C(C)=NO
9.88	8.92	6	basic	['datawarrior']	CC(=O)OCC1CC2CCN1CC2
10.29	9.61	10	basic	['datawarrior']	CC(=O)OCC1CN2CCC1CC2
10.3	10.43	18	acidic	['chembl25']	CC(=O)OCCCCCc1ccc(S(N)(=O)=O)cc1
10.48	10.43	17	acidic	['chembl25']	CC(=O)OCCCCc1ccc(S(N)(=O)=O)cc1
8.05	8.18	18	acidic	['chembl25']	CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1
10.22	10.22	16	acidic	['chembl25']	CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1
8.3	8.41	6	basic	['datawarrior']	CC(=O)OCCN(C)C
8.65	8.18	17	acidic	['chembl25']	CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1
6.97	6.53	7	basic	['datawarrior']	CC(=O)OCCc1c[nH]cn1
8.19	7.69	4	acidic	['datawarrior']	CC(=O)OO
4.6	4.62	31	basic	['chembl25']	CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6COC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
7.7	7.7	31	basic	['chembl25']	CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O
9.54	9.66	3	basic	['chembl25']	CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
8.72	8.79	17	basic	['chembl25']	CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
7.95	9.1	1	basic	['chembl25']	CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
9.69	9.11	10	acidic	['datawarrior']	CC(=O)Oc1cccc2cccc(O)c12
3.3	2.62	7	basic	['datawarrior']	CC(=O)Oc1cccc2cccnc12
3.77	3.22	12	acidic	['datawarrior']	CC(=O)Oc1ccccc1C(=O)NCC(=O)O
3.5	3.42	12	acidic	['chembl25']	CC(=O)Oc1ccccc1C(=O)O
8.27	8.79	6	basic	['datawarrior']	CC(=O)SCCN(C)C
8.88	8.96	10	acidic	['datawarrior']	CC(=O)Sc1ccc(O)cc1
9.7	8.1	4	acidic	['datawarrior']	CC(=O)c1cc(C(=O)C(C)(C)C)[nH]n1
9.01	8.05	6	acidic	['datawarrior']	CC(=O)c1cc(C(=O)c2ccccc2)[nH]n1
8.98	8.16	6	acidic	['datawarrior']	CC(=O)c1cc(C(C)=O)[nH]n1
11.56	9.58	6	acidic	['datawarrior']	CC(=O)c1cc(C)c(C)cc1O
11.85	9.94	6	acidic	['datawarrior']	CC(=O)c1cc[nH]n1
3.72	3.78	2	acidic	['datawarrior']	CC(=O)c1ccc(C(=O)O)cc1
3.0	3.3	8	acidic	['datawarrior']	CC(=O)c1ccc(C(=O)O)s1
3.8	3.99	11	acidic	['datawarrior']	CC(=O)c1ccc(CC(=O)O)s1
6.12	6.36	15	basic	['chembl25']	CC(=O)c1ccc(Cc2c3ccccc3nc3ccccc23)cc1
2.385	3.01	7	basic	['datawarrior', 'chembl25']	CC(=O)c1ccc(N)cc1
5.85	5.38	9	acidic	['datawarrior']	CC(=O)c1ccc(NN=C(C#N)C#N)cc1
6.94	7.66	3	acidic	['datawarrior']	CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1
5.86	7.44	7	acidic	['datawarrior', 'chembl25']	CC(=O)c1ccc(O)c2ncccc12
7.9	7.79	9	acidic	['datawarrior']	CC(=O)c1ccc(O)cc1
5.33	6.02	0	acidic	['datawarrior']	CC(=O)c1ccc(S)cc1
3.84	3.91	2	acidic	['datawarrior']	CC(=O)c1cccc(C(=O)O)c1
3.61	3.39	8	basic	['datawarrior']	CC(=O)c1cccc(N)c1
3.75	3.22	3	acidic	['datawarrior']	CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1
9.12	8.92	8	acidic	['datawarrior']	CC(=O)c1cccc(O)c1
4.15	4.12	2	acidic	['datawarrior']	CC(=O)c1ccccc1C(=O)O
2.31	2.56	6	basic	['datawarrior']	CC(=O)c1ccccc1N
10.37	9.14	6	acidic	['datawarrior']	CC(=O)c1ccccc1O
3.32	3.82	6	basic	['datawarrior']	CC(=O)c1cccnc1
3.6	3.1	8	basic	['datawarrior']	CC(=O)c1ccncc1
3.6	2.69	6	basic	['datawarrior']	CC(=O)n1ccnc1
5.03	3.35	6	basic	['datawarrior']	CC(=O)n1ccnc1C
11.06	11.7	7	acidic	['datawarrior']	CC(=S)Nc1ccc(Cl)cc1
11.56	11.77	2	acidic	['datawarrior']	CC(=S)Nc1ccccc1
2.97	2.87	5	acidic	['datawarrior']	CC(Br)C(=O)O
7.99	6.94	13	acidic	['chembl25']	CC(C#Cc1ccccc1)COC[n+]1ccn(C)c1C=NO
3.99	2.95	2	acidic	['datawarrior']	CC(C#N)(CC(=O)O)c1ccccc1
2.29	3.07	2	acidic	['datawarrior']	CC(C#N)(Cc1ccccc1)C(=O)O
2.37	2.4	2	acidic	['datawarrior']	CC(C#N)C(=O)O
3.97	2.87	2	acidic	['datawarrior']	CC(C#N)C(C)(C)C(=O)O
3.95	2.57	2	acidic	['datawarrior']	CC(C#N)CC(=O)O
7.75	7.89	5	basic	['datawarrior']	CC(C#N)CN
4.4	4.0	4	acidic	['chembl25']	CC(C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
4.4	4.45	12	acidic	['datawarrior']	CC(C(=O)O)=C1CC(=O)C(C)C1C
3.7	2.92	2	acidic	['datawarrior']	CC(C(=O)O)C(C#N)c1ccccc1
4.386667	4.42	4	acidic	['datawarrior', 'chembl25']	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
4.0	4.01	4	acidic	['chembl25']	CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
4.6	3.74	4	acidic	['chembl25']	CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
4.0	3.47	4	acidic	['chembl25']	CC(C(=O)O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
4.7	4.42	4	acidic	['chembl25']	CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
6.9	4.66	4	acidic	['chembl25']	CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
4.307	3.88	4	acidic	['datawarrior', 'chembl25']	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
4.5	3.96	4	acidic	['chembl25']	CC(C(=O)O)c1cccc(Oc2ccccc2)c1
6.25	4.69	4	acidic	['chembl25']	CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12
6.2	4.86	4	acidic	['chembl25']	CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12
5.21	4.08	3	acidic	['datawarrior']	CC(C(N)=O)S(=O)(=O)NC(N)=O
9.86	10.91	3	acidic	['datawarrior']	CC(C(N)=O)S(N)(=O)=O
9.3	8.86	6	basic	['datawarrior']	CC(C(O)c1ccccc1)N(C)C
4.04	2.78	2	acidic	['datawarrior']	CC(C)(C#N)CC(=O)O
3.95	2.97	2	acidic	['datawarrior']	CC(C)(C(=O)O)C(C#N)c1ccccc1
4.8	4.45	2	acidic	['datawarrior']	CC(C)(C(=O)O)C(C(N)=O)c1ccccc1
3.7	3.96	2	acidic	['datawarrior']	CC(C)(C(=O)O)c1nnnn1C1CCCCC1
5.15	4.06	3	acidic	['datawarrior']	CC(C)(C(N)=O)S(=O)(=O)NC(N)=O
9.92	11.04	3	acidic	['datawarrior']	CC(C)(C(N)=O)S(N)(=O)=O
2.66	3.27	2	acidic	['datawarrior']	CC(C)(C)C#CC(=O)O
2.3	3.51	2	acidic	['datawarrior']	CC(C)(C)C(=O)C(=O)O
11.77	8.64	3	acidic	['datawarrior']	CC(C)(C)C(=O)CC(=O)C(C)(C)C
8.0	7.9	7	basic	['chembl25']	CC(C)(C)C(=O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
5.04	4.93	2	acidic	['datawarrior']	CC(C)(C)C(=O)O
3.57	4.26	16	acidic	['chembl25']	CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)O
5.8	6.02	1	basic	['datawarrior']	CC(C)(C)C(N)=NO
9.2	9.67	7	basic	['chembl25']	CC(C)(C)C(O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
4.4	4.0	2	acidic	['datawarrior']	CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1
2.54	3.46	2	acidic	['datawarrior']	CC(C)(C)CC#CC(=O)O
5.01	5.08	2	acidic	['datawarrior']	CC(C)(C)CC(=O)O
3.8	2.69	7	basic	['datawarrior']	CC(C)(C)CC(=O)n1ccnc1
10.84	10.65	0	basic	['datawarrior']	CC(C)(C)CC(C)(C)N
4.83	5.15	2	acidic	['datawarrior']	CC(C)(C)CCC(=O)O
4.88	5.19	2	acidic	['datawarrior']	CC(C)(C)CCCC(=O)O
11.22	10.3	0	acidic	['datawarrior']	CC(C)(C)CCCCc1ccc(O)cc1
8.7	10.1	6	basic	['chembl25']	CC(C)(C)CCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
6.7	8.55	6	basic	['chembl25']	CC(C)(C)CCN1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1
7.9	8.55	6	basic	['chembl25']	CC(C)(C)CCN1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1
10.17	9.92	0	basic	['datawarrior']	CC(C)(C)CN
4.17	5.17	0	basic	['datawarrior']	CC(C)(C)CNc1ccccc1
9.68	9.96	10	basic	['chembl25']	CC(C)(C)COCC(O)CNC(C)(C)C
10.71	10.28	0	acidic	['datawarrior']	CC(C)(C)Cc1ccc(O)cc1
10.69	10.27	0	acidic	['datawarrior']	CC(C)(C)Cc1ccccc1O
10.765	10.65	4	basic	['datawarrior', 'chembl25']	CC(C)(C)N
10.1	8.61	4	acidic	['datawarrior']	CC(C)(C)N(O)C(=O)c1ccccc1
9.22	8.65	0	basic	['datawarrior']	CC(C)(C)N1C2CCCC21
10.0	9.38	4	basic	['chembl25']	CC(C)(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1
7.6	8.39	10	basic	['datawarrior']	CC(C)(C)N1CCCC(=O)C(O)CCC1
9.12	9.41	1	basic	['datawarrior']	CC(C)(C)N1NC2CCC1C2
9.33	9.35	1	basic	['datawarrior']	CC(C)(C)N1NC2CCC1C21CC1
9.54	9.77	1	basic	['datawarrior']	CC(C)(C)N1NC2CCC1CC2
7.6	7.66	8	basic	['chembl25']	CC(C)(C)NC(=O)CN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
11.34	10.96	0	basic	['datawarrior']	CC(C)(C)NC1CCCCC1
9.63	9.96	4	basic	['chembl25']	CC(C)(C)NCC(O)COC(C1CC1)C1CC1
9.73	9.96	4	basic	['chembl25']	CC(C)(C)NCC(O)COCC1CC1
9.2	9.76	4	basic	['chembl25']	CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
9.735	9.76	4	basic	['chembl25']	CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
9.7	9.63	4	basic	['chembl25']	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1
10.11	10.06	3	basic	['datawarrior']	CC(C)(C)NCCO
9.3	9.74	4	basic	['chembl25']	CC(C)(C)NC[C@@H](O)COc1cccc2c1CCCC2=O
9.3	9.76	4	basic	['chembl25']	CC(C)(C)NC[C@@H](O)COc1ccccc1C1CCCC1
9.92	9.76	4	basic	['chembl25']	CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
9.226	9.76	4	basic	['datawarrior', 'chembl25']	CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
8.31	9.8	1	basic	['datawarrior']	CC(C)(C)NNC(C)(C)C
7.15	5.01	0	basic	['datawarrior']	CC(C)(C)Nc1ccccc1
3.66	3.86	12	acidic	['datawarrior']	CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O
3.76	2.92	3	acidic	['datawarrior']	CC(C)(C)OC(=O)NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1
9.8	8.08	23	acidic	['chembl25']	CC(C)(C)OC(=O)Nc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1
3.49	3.97	2	acidic	['datawarrior']	CC(C)(C)OOCC(=O)O
4.36	4.5	2	acidic	['datawarrior']	CC(C)(C)OOCCC(=O)O
11.14	10.02	0	acidic	['datawarrior']	CC(C)(C)S
9.24	7.75	3	basic	['datawarrior']	CC(C)(C)SC(=N)c1ccccc1
5.9	9.34	8	basic	['chembl25']	CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1
7.03	9.22	10	basic	['datawarrior']	CC(C)(C)[C@]1(O)CCN2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1
7.15	9.34	10	basic	['datawarrior']	CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1
11.82	10.66	11	acidic	['datawarrior']	CC(C)(C)c1cc(C=CCl)cc(C(C)(C)C)c1O
4.97	4.82	0	basic	['datawarrior']	CC(C)(C)c1cc(N)cc(C(C)(C)C)c1
2.21	4.36	4	acidic	['datawarrior']	CC(C)(C)c1ccc(-c2c(O)c2=O)cc1
3.42	3.02	2	acidic	['datawarrior']	CC(C)(C)c1ccc(C(=O)/C=C/C(=O)O)cc1
4.36	4.22	2	acidic	['datawarrior']	CC(C)(C)c1ccc(C(=O)O)cc1
8.6	9.02	15	basic	['datawarrior', 'chembl25']	CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
